song_name,artist,song_lyrics,song_composition,song_lang
 Maria Joana  ,  Nara Leão ,"  Não faz feitiço quem não tem um terreiro Nem batucada quem não tem um pandeiro Não vive bem quem nunca teve dinheiro Nem tem casa pra morar Não cai na roda quem tem perna bamba Não é de nada quem não é de samba Não tem valor quem vive de muamba Pra não ter que trabalhar Eu vou procurar um jeito de não padecer Porque eu não vou deixar a vida sem viver Mas acontece que a Maria Joana Acha que é pobre, mas nasceu pra bacana Mora comigo, mesmo assim não me engana Ela pensa em me deixar Já decidiu que vai vencer na vida Saiu de casa toda colorida Levou dinheiro pra comprar comida Mas não sei se vai voltar Eu vou perguntar Joana, o que aconteceu? Dinheiro não faz você mais rica do que eu  ", Sidney Miller. ,pt
 Não Me Diga Adeus  ,  Nara Leão ,  Não. . . . não me diga adeus Pense nos sofrimentos meus Se alguém lhe dá conselhos Pra você me abandonar...... Não devemos nos separar Não vá me deixar Por favor Que a saudade é cruel Quando existe amor Não . . . .não me diga adeus Pense nos sofrimentos meus  , L. Soberano / Paquito. ,pt
 Nasci para Bailar  ,  Nara Leão ,"  Atravessei sete montanhas  Pra chegar no mar Porque nasci, nasci para bailar Abri veredas e cancelas pra poder passar Porque nasci, nasci para bailar Danço bolero, danço samba, danço chá-chá-chá Por que nasci, nasci para bailar Rimo Raimundo com a virada desse mundo Vou no raso, vou no fundo Mas um dia eu chego lá Rodo Bandeira, dou pernada dou rasteira Toco surdo e frigideira Atabaque e ganzá Porque nasci, nasci para bailar...  ", João Donato. ,pt
 No Cordão Da Saideira  ,  Nara Leão ,"  Hoje não tem dança Não tem mais menina de trança Nem cheiro de lança no ar Hoje não tem frevo Tem gente que passa com medo E na praça ninguém pra cantar Me lembro tanto E é tão grande a saudade Que até parece verdade Que o tempo inda pode voltar Tempo da praia de ponta de pedra Das noites de lua, dos blocos de rua Do susto é carreira na caramboleira Do bomba-meu-boi Que tempo que foi Agulha frita, munguzá, cravo e canela Serenata eu fiz pra ela Cada noite de luar Tempo do corso, na Rua da Aurora É moço no passo Menino e senhora do bonde de Olinda Pra baixo e pra cima Do caramanchão Esqueço mais não E frevo ainda apesar da quarta-feira No cordão da saideira Vendo a vida se enfeitar  ", Têtes Raides. ,pt
 O Galo Cantou Na Serra  ,  Nara Leão ,"  O galo cantou na serra Da meia noite pro dia O touro berrou na vargem No meio da vacaria Coração se amanheceu De saudade que doía As Lages vale um conto Cordisburgo conto e cem Mas Curvelo não tem preço Por que lá mora meu bem As ruas de Curvelo São todas feitas de chão Quando passa um automóvel Alevanta um poeirão A poeira de Curvelo Não faz mal pra ninguém, não Do pulmão, lá ninguém morre O que mata é o coração Quero poeira de Curvelo Com lama de Pirapora Aqui é que mais num fico Amanhã eu vou-me embora Minha gente vou-me embora Mineiro tá me chamando Mineiro tem esse jeito Chama, a gente vai andando  ", Luiz Claudio / Guimarães Rosa. ,pt
 O Que Será ( À Flor da Pele)  ,  Nara Leão ,"  O que será que me dá Que me bole por dentro, será que me dá Que brota à flor da pele, será que me dá E que me sobe às faces e me faz corar E que me salta os olhos a me atraiçoar E que me aperta o peito e me faz confessar O que não tem mais jeito de dissimular E que nem é direito ninguém recusar E que me faz mendigo, me faz suplicar O que não tem medida nem nunca terá O que não tem remédio nem nunca terá O que não tem receita... O que será que será, Que dá dentro da gente e que não devia Que desacata a gente, que é revelia Que é feito uma aguardente que não sacia Que é feito estar doente de uma folia Que nem dez mandamentos vão conciliar Nem todos os ungüentos vão aliviar Nem todos os quebrantos, toda alquimia Que nem todos os santos, será que será O que não tem descanso nem nunca terá O que não tem cansaço nem nunca terá, O que não tem limite... O que será que me dá, Que me queima por dentro, será que me dá Que me perturba o sono, será que me dá Que todos os tremores me vêm agitar Que todos os ardores me vêm atiçar Que todos os suores me vêm encharcar Que todos os meus nervos estão a rogar Que todos os meus órgãos estão a clamar E uma aflição medonha me faz implorar O que não tem vergonha nem nunca terá O que não tem governo nem nunca terá, O que não tem juízo...  ", Chico Buarque. ,pt
 O Trem Atrasou  ,  Nara Leão ,"  Patrão, o trem atrasou  Por isso estou chegando agora  Trago aqui um memorando da Central  O trem atrasou, meia hora  O senhor não tem razão  Pra me mandar embora !  O senhor tem paciência  É preciso compreender  Sempre fui obediente  Reconheço o meu dever  Um atraso é muito justo  Quando há explicação  Sou um chefe de família  Preciso ganhar meu pão E eu tenho razão.  ", A. Vilarinhonão Sei / E. Silva / Paquito. ,pt
" Passa, Passa, Gavião  ",  Nara Leão ,"  Passa, passa, gavião Todo mundo é bom Passa, passa, gavião Todo mundo é bom Passa o tempo na janela Vejo tudo que se passa Passa o dia, passa a hora Passa a pressa de ir embora Passa o pranto de quem chora Passa o verso de quem canta Passa a dor e a dor é tanta Que eu nem sei por onde mora Passa, passa, gavião Todo mundo é bom Passa, passa, gavião Todo mundo é bom Minha tristeza faz assim Sei que a tristeza vai ter fim Minha certeza quer assim Meu coração diga que sim Com sinceridade Me responda agora Se a felicidade  Passará por mim Passa, passa, gavião Todo mundo é bom Passa, passa, gavião Todo mundo é bom Peça a Deus, minha senhora Que passou por mim agora Que esse sol que hora levanta Nunca mais se vá embora Pra que que eu possa estar contente  Pra passar por toda gente Pra cantar com a minha gente Pela vida a fora Passa, passa, gavião Todo mundo é bom Passa, passa, gavião Todo mundo é bom  ", Sidney Miller. ,pt
 Pipira  ,  Nara Leão ,"  Mané, tem um viveiro Tem passarinho de toda qualidade Zabelê, canário, corrupião Pipira, sábia tem azulão Rosinha, tava brincando Pipira, lhe biliscou O dedo inchava, ela chorava Ai ai, ai dor O que é menina Foi a pipira do mané que biliscou O que é menina Foi a pipira de mané que biliscou Já vi menina da carne reimosa Pipira do bico venenoso Deixou todo mundo em alvoroço Que a menina tá inchando Do dedo até o pé do pescoço E a menina tá inchando Do dedo até o pé do pescoço Eu via disso lá no bacabal Ninguém pode ver o trem engordando Censura ai meu deu que é um horror Fica o povo comentando Mais um que a pipira biliscou E tu também ta engordando Mais uma que a pipira biliscou E tu também ta engordando Mais uma que a pipira biliscou  ", João Do Vale. ,pt
 Quatro Crioulos  ,  Nara Leão ,"  São quatro crioulos inteligentes Rapazes muito decentes Fazendo inveja a muita gente Muito bem empregados Numa secretaria Educados e diplomados em filosofia E quando chega fevereiro Ver os crioulos no terreiro É sensacional No dia de carnaval São figuras de destaque No desfile principal Mas no dia de carnaval No dia de carnaval São figuras de destaque No desfile principal Esses quatro crioulos São o orgulho da gente de cor Só quem os conhece Poderá dar o justo valor Trabalham, estudam, Têm o samba por divertimento Para eles a moral é o maior documento São quatro crioulos inteligentes... No dia de carnaval...  ", E. / J / Medeiros / Santana. ,pt
 Romance Popular  ,  Nara Leão ,  Doido de zabumba Torto de macumba Gira de cigano e vai Vai que toca foga na cadeia E solta o passarinho pra cantar No peito da bumba a lua cheia No coração da bomba o que será Será como um dançarino Vai no pino da canção E eu vou na direção do teu olhar No fim do canto fino da sereia Num verso de romance popular Vem de manhã sorrindo e me incendeia Que eu vou na direção do teu olhar Moreno menino Esqueça a cara do assassino Até teu masculino me alegrar No fim do canto fino da sereia Num verso de romance popular Eu rimo a solidão com a lua cheia E vou na direção do teu olhar Doido de zabumba Torto de macumba Gira de cigano e vai  , Chico Chaves / Fausto Nilo / Stelio Vale. ,pt
 Todo Mundo Vai Ao Circo  ,  Nara Leão ,"  Todo mundo vai ao circo,menos eu, menos eu Como pagar ingresso, se eu não tenho nada, Fico de fora escutando a gargalhada. A minha vida é um circo,Sou acrobata na raça. Só não posso é ser palhaço ,porque eu vivo sem graça  ",Not known,pt
 A Donzela  ,  Nara Leão ,"  Era domingo, voltava da missa, Mostrava preguiça no olhar descansado. Vestido branco, a mãe do lado, Pro seu segredo ficar bem guardado. Como se fosse uma frutinha doce, Que a gente guarda pro jantar. Como se fosse uma viola nova, Que a gente gosta de tocar. (refrão) Da primeira vez... Da primeira vez... Da primeira vez... E, hoje, já não existe mais! (repete refrão) Ela era virgem, feito maria, Ou, feito um dia de sol na janela. Ou, feito aquelas histórias antigas Das raparigas, das puras donzelas. Como se fosse uma frutinha doce, Que a gente guarda pro jantar. Como se fosse uma viola nova, Que a gente gosta de tocar. (refrão) Da primeira vez... Da primeira vez... Da primeira vez... E, hoje, já não existe mais! (repete refrão)  ", Naire / Paulinho Tapajós. ,pt
 A Rita  ,  Nara Leão ,"  A Rita levou meu sorriso No sorriso dela Meu assunto Levou junto com ela E o que me é de direito Arrancou-me do peito E tem mais Levou seu retrato, seu trapo, seu prato Que papel! Uma imagem de São Francisco E um bom disco de Noel A Rita matou nosso amor De vingança Nem herança deixou Não levou um tostão Porque não tinha não Mas causou perdas e danos Levou os meus planos Meus pobres enganos Os meus vinte anos O meu coração E além de tudo Me deixou mudo Um violão  ", Chico Buarque. ,pt
 A Saudade Mata a Gente  ,  Nara Leão ,"  Fiz meu rancho na beira do rio Meu amor foi comigo morar E na rede, nas noites de frio Meu bem me abraçava pra me agasalhar Mas agora, meu bem, vou-me embora Vou-me embora, e não sei se vou voltar A saudade, nas noites de frio, Em meu peito vazio virá se aninhar (bis) A saudade é dor pungente, morena A saudade mata a gente, morena (bis) Mas agora, meu bem, vou-me embora Vou-me embora, e não sei se vou voltar A saudade, nas noites de frio, Em meu peito vazio virá se aninhar A saudade é dor pungente, morena A saudade mata a gente, morena  ", Antonio Almeida / João de Barro. ,pt
 Amo Tanto  ,  Nara Leão ,"  Meu amor, eu vim de longe pra dizer-te  Meu amor Tempo, tanto a ti perdi Vim dizer-te o que sofri Fiz-me dia. Fiz-me noite Fiz-me só pensando em ti Fiz da minha vida uma eterna solidão Meu amor, vim te dizer Que sem ti não sei viver Vem comigo Que sem teu amor, melhor morrer Meu amor, vim te dizer Que sem ti não sei viver Vem comigo Que sem teu amor, melhor morrer  ",Not known,pt
 Asa Morena  ,  Nara Leão ,  Me faz pequena Asa Morena Me alivia a dor Aliviando a dor que mata Me faz ser teu amor...(2x) Me toma no crescer De um beijo muito louco Me implodindo aos poucos No universo a desvendar A vastidão do teu amor... Me toma sem pensar Num gesto muito forte Unindo o sul e o norte Do meu corpo Frágil corpo Com a mais pura emoção... Me faz pequena Asa Morena Me alivia a dor Aliviando a dor que mata Me faz ser teu amor...(2x) Me toma no crescer De um beijo muito louco Me implodindo aos poucos No universo a desvendar A vastidão do teu amor... Me toma sem pensar Num gesto muito forte Unindo o sul e o norte Do meu corpo Frágil corpo Com a mais pura emoção... Me faz pequena Asa Morena Me alivia a dor Aliviando a dor que mata Me faz ser teu amor... Me toma no crescer De um beijo muito louco Me implodindo aos poucos No universo a desvendar A imensidão do teu amor... Me toma sem pensar Num gesto muito forte Unindo o sul e o norte Do meu corpo Frágil corpo Com a mais pura emoção... Me faz pequena Asa Morena Me alivia a dor Aliviando a dor que mata Me faz ser teu amor...(2x)  , Ze Caradipia. ,pt
 Bobagens de amor  ,  Nara Leão ,"  Eu, você, um pôr do sol A praia, o mar, promessar no ar E tudo que eu quis sem medo de ser feliz É tão bom andar por aí Pra mim, pra você, Hollywood é aqui Se o sonho acabou, a gente não acordou Eu, você, até de manhã Lembrando as bobagens de amor que eu falei Você meu galã, e eu sua Dorys Day Você pra mim, e eu pra ti A vida inteira pra nós dois Tea for two e um final feliz Tea for two e um final feliz Tea for two e um final feliz Tea for two e um final feliz  ",Not known,pt
 Borandá  ,  Nara Leão ,"  Vam'borandá que a terra já secou, borandá É borandá, que a chuva não chegou, borandá Já fiz mais de mil promessas Rezei tanta oração Deve ser que eu rezo baixo Pois meu Deus não ouve não Deve ser que eu rezo baixo Pois meu Deus não ouve não Vam'borandá que a terra já secou, borandá É borandá, que a chuva não chegou, borandá É borandá, que a terra já secou, borandá Vam'borandá, que a chuva não chegou, borandá Vou-me embora vou chorando Vou me lembrando do meu lugar Mas vou, borandá, que a terra já secou, borandá É borandá, que a chuva não chegou, borandá Vam'borandá que a terra já secou, borandá É borandá, que a chuva não chegou, borandá Quanto mais eu vou pra longe Mais eu penso sem parar Que é melhor partir lembrando Que ver tudo piorar Que é melhor partir lembrando Que ver tudo piorar Vam'borandá que a terra já secou, borandá É borandá, que a chuva não chegou, borandá Vam'borandá que a terra já secou, borandá É borandá, que a chuva não chegou, borandá!  ",Not known,pt
 Cabra Macho  ,  Nara Leão ,"  Cabra macho tem no Norte, Tem no Sul, em toda parte: Tem macho que é industrial, Tem até portaestandarte, Tem sujeito importante, Tem gente até sem nome, Achar macho é muito fácil: O difícil é achar homem Tem brigão que é valente Tem covarde que é bondoso Mas na hora de ajudar O valente é que é o medroso E é por isso que eu falo E não quero citar nome: Ser macho, hoje é bem fácil; O difícil é ser homem Tem tanto burro mandando Em homens de inteligência Que, às vezes, fico pensando Que a burrice é uma ciência E quem não me aceitar Nem por isso me consome Porque macho tem aos montes O difícil é achar homem Não sou bom e não sou mau De jornal eu não sou crítico E também não sou político: Sou pessoa bem normal. Não sou pobre e nem sou rico E é por isso que eu critico: Tem gente passando fome Mas também tem muito rico Que não é macho e nem é homem (x3)  ", Mariozinho Rocha. ,pt
 Corcovado  ,  Nara Leão ,"  Um cantinho, um violão Esse amor, uma canção Pra fazer feliz a quem se ama Muita calma pra pensar E ter tempo pra sonhar Da janela vê-se o Corcovado, O Redentor que lindo! Quero a vida sempre assim Com você perto de mim Até o apagar da velha chama E eu que era triste Descrente deste mundo Ao encontrar você eu conheci O que é felicidade meu amor  ", Antonio Carlos Jobim. ,pt
 De Mal Pra Pior  ,  Nara Leão ,"  Vai-se ver e atrás do riso Está morrendo de chorar E passando maus pedaços Disfarçando que vai bem Não vai bem pra ser sincero Vai de mal pra bem pior Vive sem pedir ajuda Eu sei lá porque, pra que Mas, no entanto, pelos cantos Só faz lamentar, se maldizer Vai ser ver pede tão pouco E entretanto não achou Dos amores que esperava Só se perdeu, desencontrou Vive então se remoendo Mas por fora nem se vê Se defende num sorriso Pra disfarçar não sei o quê  ", Hermínio Bello de Carvalho / Pixinguinha. ,pt
 Demais  ,  Nara Leão ,"  Todos acham que eu falo demais  E que eu ando bebendo demais  Que essa vida agitada  Não serve pra nada  Andar por aí  Bar em bar, bar em bar  Dizem até que ando rindo demais  E que eu conto anedotas demais  Que eu não largo o cigarro  E dirijo o meu carro  Correndo, chegando, no mesmo lugar  Ninguém sabe é que isso acontece porque  Vou passar toda a vida esquecendo você  E a razão por que vivo esses dias banais  É porque ando triste, ando triste demais  E é por isso que eu falo demais  É por isso que eu bebo demais  E a razão porque vivo essa vida  Agitada demais É porque meu amor por você é tão grande O meu amor por você é imenso É porque meu amor por você é enorme demais...  ", Aloysio de Oliveira / Antonio Carlos Jobim. ,pt
 Fez Bobagem  ,  Nara Leão ,  Meu moreno fez bobagem Maltratou meu pobre coração Aproveitou a minha ausência E botou mulher sambando no meu barracão Quando eu penso que outra mulher Requebrou pra meu moreno ver Nem dá jeito de cantar Dá vontade de chorar E de morrer Deixou que ela passeasse na favela com meu peignoir Minha sandália de veludo deu à ela para sapatear E eu bem longe me acabando Trabalhando pra viver Por causa dele dancei rumba e fox-trote  Para um inglês  , Assis Valente. ,pt
 Fiz a cama na varanda  ,  Nara Leão ,"  Fiz a cama na varanda me deitei pensando em ti Deu um vento na roseira ai meus cuidados Que do sono me esqueci Menina, minha menina Ai não faças assim como eu Que vivo morta de pena Porque ninguém me escolheu Fiz a cama na varanda me esqueci do cobertor Deu um vento na roseira ai meus cuidados Me cobriu toda de flor Lá detrás daquele morro tem um pé de amor perfeito Eu vivo louca à procura, ai meus cuidados De um pobre amor sem defeitos  ",Not known,pt
 Fui Bem Feliz  ,  Nara Leão ,"  Já fui bem feliz Agora não sou Já fui bem feliz Agora não sou Ah, se eu pudesse voltar aos meus tempos de outrora Do meu apito no nosso desfile da escola Minhas pastoras vestidas com rendas e flores Venham buscar as cores mais belas da aurora Já fui bem feliz Agora não sou Já fui bem feliz Agora não sou Vejam vocês até meu amor foi-se embora Pra não viver ao lado do meu sofrimento Restou apenas do samba a saudade que chora E o violão agora é quem faz meu lamento Já fui bem feliz Agora não sou Já fui bem feliz Agora não sou  ", Sidney Miller. ,pt
 Meditação  ,  Nara Leão ,"  Quem acreditou No amor, no sorriso e na flor Entao sonhou, sonhou... E perdeu a paz O amor, o sorriso e a flor Se transformam depressa demais Quem No coração Abrigou a tristeza de ver Tudo isto se perder E na solidão Procurou um caminho e seguiu Já descrente de um dia feliz Quem chorou, chorou E tanto que seu pranto já secou Quem depois voltou Ao amor, ao sorriso e à flor Então tudo encontrou E a própria dor Revelou o caminho do amor E a tristeza acabou  ", Antonio Carlos Jobim. ,pt
 Menino de Braçanã  ,  Nara Leão ,"  É tarde, eu já vou indo, preciso ir embora, até amanhã. Mamãe quando eu saí disse: ""Menino não demore em Braçanã"" Se eu demoro mamãezinha tá a me esperar pra me castigar. Tá doido moço, não faço isso não Vou-me embora, vou sem medo dessa escuridão Quem anda com Deus não tem medo de assombração E eu ando com Jesus Cristo no meu coração.  ",Not known,pt
 Moça Bonita  ,  Nara Leão ,"  Moço bonito O meu corpo cheira Ao botão da laranjeira Eu também não sei se é Imagine o desatino O teu cheiro é de café Mas o meu cheiro é feminino É só cheiro de mulher Moço bonito O teu olho brilha Qual estrela matutina Eu também não sei se é Imagina minha sina É o brilho puro da fé Ou é só brilho feminino Ou é só brilho de mulher Moço bonito O teu beijo pode Me matar sem compaixão Eu também não sei se é Ou pura imaginação Pra saber, você me dê Esse beijo assassino Nesses braços de mulher  ", Capinam. ,pt
 Na Roda da Capoeira  ,  Nara Leão ,"  Menino quem foi teu mestre Menino quem foi teu mestre Meu mestre foi Salomão A ele devo dinheiro, saber e obrigação O segredo de São Cosmo e quem sabe é São Damião, olê Água de beber camarada Água de beber camarada, olê Água de beber camarada Faca de cortar, olê Faca de cortar camarada Ferro de engomar, olê Ferro de engomar camarada Perna de brigar, olê Perna de brigar camarada Menino quem foi teu mestre Menino quem foi teu mestre Menino quem foi teu mestre  ",Not known,pt
 Nonó  ,  Nara Leão ,"  Nonó Você já sabe de cor Minha mais nova canção Composta só Para fazer o ""check up"" Na minha capacidade musical Cal, cal, cal, cal Mas a razão pela qual Eu lhe pergunto Se já conseguiu decorar É pra você cantar Onde puder e tiver chance Pra me divulgar {bis} Como é do seu conhecimento Ainda sou desconhecida Nesse mundo artístico E o seu relacionamento Poderá dar uma mão A essa sua amiga Quem sabe a vida maltratada Que eu levo amargamente Pode ser mudada Meu barraco, meu ragu Aquele sonho do carango Tudo na barbada Talvez você só se amedronte Com a felicidade aos montes Que me vem oferecer Mas uma coisa lhe garanto Se eu ganhar dinheiro tanto Eu divido com você.  ", Nelson Rufino. ,pt
 Pede Passagem  ,  Nara Leão ,"  Chegou a hora da escola de samba sair Deixa morrendo no asfalto uma dor Que não quis Quem não soube o que é ter alegria na vida Tem toda a avenida Pra ser muito feliz Vai arrastar a felicidade pela rua Esquece a quarta-feira e continua Vivendo e chegando Traz unido o povo cantando com vontade Levando em teu estandarte uma verdade Seu coração Vai, balança a bandeira colorida Pede passagem pra viver a vida Vai arrastar a felicidade pela rua Esquece a quarta-feira e continua Vivendo e chegando Traz unido o povo cantando com vontade Levando em teu estandarte uma verdade Seu coração Vai, balança a bandeira colorida Pede passagem pra viver a vida.  ", Sidney Miller. ,pt
 Penas do Tié  ,  Nara Leão ,"  Vocês já viram lá na mata a cantoria Da passarada quando vai anoitecer E já ouviram o canto triste da araponga Anunciando que na terra vai chover Já experimentaram guabiroba bem madura Já viram as tardes quando vai anoitecer E já sentiram das planícies orvalhadas O cheiro doce da frutinha muçambê Pois meu amor tem um pouquinho disso tudo E tem na boca a cor das penas do tié Quando ele canta os passarinhos ficam mudos Sabe quem é o meu amor, ele é você  ",Not known,pt
 Quero Que Vá Tudo Pro Inferno  ,  Nara Leão ,  De que vale o céu azul e o sol sempre a brilhar Se você não vem e eu estou a lhe esperar Só tenho você no meu pensamento E a sua ausência é todo o meu tormento Quero que você me aqueça nesse inverno E que tudo o mais vá pro inferno.  De que vale a minha boa vida de playboy Se entro no meu carro e a solidão me dói Onde quer que eu ande tudo é tão triste Não me interessa o que de mais existe Quero que você me aqueça nesse inverno E que tudo o mais vá pro inferno.  Não suporto mais você longe de mim Quero até morrer do que viver assim Só quero que você me aqueça nesse inverno E que tudo o mais vá pro inferno.  ,Not known,pt
 Questão de Tempo  ,  Nara Leão ,"  Há de navegar, Há de navegar, Há de navegar, Pelas ondas desse mar. Alguém há de ouvir, A história disso aqui, Há tanta esperança, Manda uma lembrança, Dessa terra nua, Dessa gente boa, Dessa mesa farta, Da conversa à toa, Que vai ser a gota, Dentro dessa vida, Ouça minha amiga, É questão de tempo. Há de navagar, Há de mavagar, Há de navagar, Pelas ondas desse mar. Alguém há de encontrar, De cara se espantar, Com toda essa história, Guardada na memória, E vai ser de um jeito, Sem botar defeito, E que vai crescendo, Feito labareda, Que vai ser um grito, No meio da cidade, Ouça meu amigo, É questão de tempo. Há de navagar, Há de mavagar, Há de navagar, Pelas ondas desse mar.  ", Kleiton Ramil. ,pt
 Samba do Avião  ,  Nara Leão ,"  Minha alma canta Vejo o Rio de Janeiro Estou morrendo de saudade Rio, seu mar Praia sem fim Rio, você foi feito prá mim Cristo Redentor Braços abertos sobre a Guanabara Este samba é só porque Rio, eu gosto de você A morena vai sambar Seu corpo todo balançar Rio de sol, de céu, de mar Dentro de mais um minuto estaremos no Galeão Rio de Janeiro, Rio de Janeiro Rio de Janeiro, Rio de Janeiro Cristo Redentor Braços abertos sobre a Guanabara Este samba é só porque Rio, eu gosto de você A morena vai sambar Seu corpo todo balançar Aperte o cinto, vamos chegar Água brilhando, olha a pista chegando E vamos nós Aterrar...  ", Antonio Carlos Jobim / Vinícius de Moraes. ,pt
 Traduzir-se  ,  Nara Leão ,"  Uma parte de mim é todo mundo Outra parte é ninguém  Fundo sem fundo Uma parte de mim é multidão Outra parte estranheza e solidão  Uma parte de mim, pesa Pondera Outra parte, delira Uma parte de mim almoça e janta Outra parte se espanta Uma parte de mim é permanente Outra parte se sabe de repente Uma parte de mim é só vertigem Outra parte, linguagem Traduzir uma parte noutra parte Que é uma questão de vida ou morte Será arte? Será arte?  ", Fagner / Ferreira Gullar. ,pt
 Vento de Maio  ,  Nara Leão ,  Oi! você que vem de longe Caminhando a tanto tempo Que vem de vida cansada Carregada pelo vento Oi! você que vem chegando Vá entrando e tome assento Oi! você que vem chegando Vá entrando e tome assento Desapei dessa tristeza Que lhe dou de garantia A certeza mais segura Que mais dia menos dia No peito de todo mundo vai bater a alegria No peito de todo mundo vai bater a alegria Rô rô rô rô rô Rô rô rô rô rô Oh! meu irmão fique certo Não demora e vai chegar Aquele vento mais brando Aquele belo luar Que por dentro desta noite te ajudaram a voltar Que por dentro desta noite te ajudaram a voltar Monta e seu cavalo baio Que o vento já vai soprar Vai romper o mês de maio Não é hora de parar Galopando na firmeza Mais depressa vai chegar Mais depressa vai chegar Rô rô rô rô rô Rô rô rô rô rô  , Gilberto Gil / Torquato Neto. ,pt
 Vestígios  ,  Nara Leão ,"  Eu carrego mais no tom Que é pra deixar vestígios em você, Do meu batom E me encho de perfume, ao te abraçar Que é pra você ficar, com cheiro de mim, ah Com cheiro de mim Te amando eu te arranho a pele Te beijo pra marcar tua boca E assim, eu me gravo em teu corpo, ah Meu amor, eu faço isso para ela ver que eu existo, Eu não vou viver com medo e te amar sempre em segredo, Meu amor certo ou errado quero estar sempre ao teu lado, ah...  ", Marcos Valle / Paulo Sérgio Valle. ,pt
 Você  ,  Nara Leão ,"  Você, manhã de tudo meu Você, que cedo entardeceu Você, de quem a vida eu sou E sei, mas eu serei Você, um beijo bom de sal Você, de cada tarde vã Virá sorrindo de manhã Você, um riso lindo à luz Você, a paz de céus azuis Você, sereno bem de amor em mim Você, tristeza que eu criei Sonhei, você pra mim Vem mais pra mim, mais só  ", Roberto Menescal / Ronaldo Bôscoli. ,pt
 Você e eu  ,  Nara Leão ,"  Podem me chamar e me pedir e me rogar E podem mesmo falar mal, ficar de mal que não faz mal Podem preparar milhões de festas ao luar Que Eu não vou ir, melhor nem pedir, que eu não vou ir, não quero ir! E também podem me intrigar e até sorrir e até chorar E podem mesmo imaginar o que melhor lhes parecer Podem espalhar que estou cansado de viver E que é uma pena para quem me conheceu Eu sou mais você e eu Podem espalhar que estou cansado de viver E que é uma pena para quem me conheceu Eu sou mais você e eu  ", Carlos Lyra / Vinícius de Moraes. ,pt
 Vou Por Aí  ,  Nara Leão ,"  Vou por aí Esquecendo que você passou Me lembrando coisas que perdi Sem saber sequer aonde estou Por isso eu ando, paro Sem saber sequer aonde vou Vou por aí Um caminho que não é o meu Encontrando o que não quero ter Procurando o que não vou achar Por isso canto, choro Sem saber se ainda sei chorar  ",Not known,pt
 Wave  ,  Nara Leão ,"  Vou te contar, os olhos já não podem ver Coisas que só o coração pode entender Fundamental é mesmo o amor É impossível ser feliz sozinho O resto é mar, é tudo que eu nem sei contar São coisas lindas que eu tenho pra te dar Vem de mansinho a brisa e me diz É impossível ser feliz sozinho Na primeira vez era a cidade Na segunda, o cais, a eternidade Agora eu já sei da onda que se ergueu no mar E das estrelas que esquecemos de contar O amor se deixa surpreender Enquanto a noite vem nos envolver  Da primeira vez era a cidade Da segunda, o cais, a eternidade Agora eu já sei da onda que se ergueu no mar E das estrelas que esquecemos de contar O amor se deixa surpreender Enquanto a noite vem nos envolver  ", Antonio Carlos Jobim. ,pt
 A Cigana  ,  Nara Leão ,  Na distância vi seu vulto desaparecer Nunca mais seu rosto eu pude ver Na distância vi seu vulto desaparecer Nunca mais seu rosto eu pude ver Uma vez você apareceu na minha vida Eu não percebi você de mim se aproximar Não sei de onde você veio e nem perguntei Talvez de alguma estrada que eu ainda não passei Seu olhar me disse tanta coisa num momento Parecia que podia ler meu pensamento E no seu sorriso mil segredos percebi Então nos seus mistérios de repente eu me perdi Minha mão você tomou nas mãos e conheceu Minha vida inteira e o seu encanto me envolveu Toda minha história leu nas linhas que mostrei O que estava escrito e o meu amor eu lhe entreguei Hoje você anda por lugares que eu não sei Vive nos meus sonhos e nas lembranças que guardei Disse tanta coisa quando leu a minha mão  , Erasmo Carlos / Roberto Carlos. ,pt
 A Saudade me Bateu (Sentimental Journey)  ,  Nara Leão ,"  Vamos lá, fazer uma viagem Vamos ver como será Vamos lá, que o resto é uma bobagem Tudo vai se renovar Vamos lá pegar minha bagagem Vamos já entrar no trem Vou deixar a minha vadiagem Faço isso por alguém Vamos, vamos viajar agora. Resolvi me ir embora; A saudade me bateu, de ti, Do nosso amor Não pensei ficar apaixonada Só lembrando de você Estou aqui, querendo ser amada, Só pensando em te rever Vamos, vamos viajar agora. Resolvi me ir embora; A saudade me bateu, de ti, Do nosso amor Não pensei ficar apaixonada Só lembrando de você Estou aqui, querendo ser amada, Só pensando em te rever  ", Doris Day / Nara Leão. ,pt
 Adeus no Cais  ,  Nara Leão ,"  Me lembro de você dizendo adeus no cais Sangrando meu coração Meu peito bate em vão Não posso me esquecer do seu sorriso Era verão Sei que nunca vais voltar Que é melhor não esperar Mesmo assim é bom sonhar Com você Mas não quero acreditar Te espero olhando o mar Vem eu quero te abraçar, vem Não fujas mais de mim, vem Sei que nunca vais voltar Que é melhor não esperar Mesmo assim é bom sonhar Com você Mas não quero acreditar  Te espero olhando o mar Vem que eu quero te abraçar, vem Não fujas mais de mim, vem  ",Not known,pt
